437,1426,451,1426,465,1426,375,1345,439,1345,503,1345,408,1309,438,1309,469,1309,1
437,1426,451,1426,465,1426,375,1345,439,1345,503,1345,439,1024,450,1024,461,1024,1
537,1432,551,1432,565,1432,499,1346,567,1346,636,1346,536,1310,567,1310,598,1310,1
537,1432,551,1432,565,1432,499,1346,567,1346,636,1346,513,1026,524,1026,535,1026,1
1094,1452,1108,1452,1122,1452,977,1386,1088,1386,1200,1386,1058,1351,1087,1351,1117,1351,1
1094,1452,1108,1452,1122,1452,977,1386,1088,1386,1200,1386,1134,1127,1145,1127,1156,1127,1
2991,1356,3002,1356,3013,1356,2938,1108,3039,1108,3140,1108,2999,1091,3026,1091,3054,1091,1
3915,1449,3932,1449,3949,1449,3883,1329,3944,1329,4006,1329,3913,1293,3944,1293,3975,1293,1
3915,1449,3932,1449,3949,1449,3883,1329,3944,1329,4006,1329,3924,1055,3937,1055,3950,1055,1
3150,1508,3161,1508,3172,1508,3115,1341,3167,1341,3220,1341,3137,1305,3167,1305,3198,1305,1
3150,1508,3161,1508,3172,1508,3115,1341,3167,1341,3220,1341,3180,1125,3193,1125,3206,1125,1
3302,1498,3313,1498,3324,1498,3218,1441,3310,1441,3402,1441,3279,1405,3309,1405,3340,1405,1
842,1460,853,1460,864,1460,712,1382,833,1382,954,1382,820,1357,847,1357,874,1357,1
842,1460,853,1460,864,1460,712,1382,833,1382,954,1382,781,1240,792,1240,803,1240,1
842,1460,853,1460,864,1460,712,1382,833,1382,954,1382,780,1023,791,1023,802,1023,1
3399,2878,3431,2878,3464,2878,3337,2640,3456,2640,3575,2640,3395,2569,3456,2569,3517,2569,1
3399,2878,3431,2878,3464,2878,3337,2640,3456,2640,3575,2640,3416,2096,3441,2096,3467,2096,1
926,2837,954,2837,982,2837,805,2678,930,2678,1055,2678,869,2607,930,2607,991,2607,1
926,2837,954,2837,982,2837,805,2678,930,2678,1055,2678,930,2042,952,2042,974,2042,1
1729,2905,1751,2905,1773,2905,1474,2750,1711,2750,1949,2750,1685,2702,1739,2702,1794,2702,1
1729,2905,1751,2905,1773,2905,1474,2750,1711,2750,1949,2750,1609,2470,1631,2470,1653,2470,1
1729,2905,1751,2905,1773,2905,1474,2750,1711,2750,1949,2750,1607,2039,1629,2039,1651,2039,1
437,1426,451,1426,465,1426,375,1345,439,1345,503,1345,536,1310,567,1310,598,1310,0
537,1432,551,1432,565,1432,499,1346,567,1346,636,1346,408,1309,438,1309,469,1309,0
537,1432,551,1432,565,1432,499,1346,567,1346,636,1346,439,1024,450,1024,461,1024,0
537,1432,551,1432,565,1432,499,1346,567,1346,636,1346,1058,1351,1087,1351,1117,1351,0
1094,1452,1108,1452,1122,1452,977,1386,1088,1386,1200,1386,536,1310,567,1310,598,1310,0
1094,1452,1108,1452,1122,1452,977,1386,1088,1386,1200,1386,513,1026,524,1026,535,1026,0
1094,1452,1108,1452,1122,1452,977,1386,1088,1386,1200,1386,2999,1091,3026,1091,3054,1091,0
2991,1356,3002,1356,3013,1356,2938,1108,3039,1108,3140,1108,1058,1351,1087,1351,1117,1351,0
2991,1356,3002,1356,3013,1356,2938,1108,3039,1108,3140,1108,1134,1127,1145,1127,1156,1127,0
2991,1356,3002,1356,3013,1356,2938,1108,3039,1108,3140,1108,3913,1293,3944,1293,3975,1293,0
3915,1449,3932,1449,3949,1449,3883,1329,3944,1329,4006,1329,2999,1091,3026,1091,3054,1091,0
3915,1449,3932,1449,3949,1449,3883,1329,3944,1329,4006,1329,3137,1305,3167,1305,3198,1305,0
3150,1508,3161,1508,3172,1508,3115,1341,3167,1341,3220,1341,3924,1055,3937,1055,3950,1055,0
3150,1508,3161,1508,3172,1508,3115,1341,3167,1341,3220,1341,3279,1405,3309,1405,3340,1405,0
3302,1498,3313,1498,3324,1498,3218,1441,3310,1441,3402,1441,3180,1125,3193,1125,3206,1125,0
842,1460,853,1460,864,1460,712,1382,833,1382,954,1382,3395,2569,3456,2569,3517,2569,0
3399,2878,3431,2878,3464,2878,3337,2640,3456,2640,3575,2640,820,1357,847,1357,874,1357,0
3399,2878,3431,2878,3464,2878,3337,2640,3456,2640,3575,2640,781,1240,792,1240,803,1240,0
3399,2878,3431,2878,3464,2878,3337,2640,3456,2640,3575,2640,780,1023,791,1023,802,1023,0
3399,2878,3431,2878,3464,2878,3337,2640,3456,2640,3575,2640,869,2607,930,2607,991,2607,0
926,2837,954,2837,982,2837,805,2678,930,2678,1055,2678,3395,2569,3456,2569,3517,2569,0
926,2837,954,2837,982,2837,805,2678,930,2678,1055,2678,3416,2096,3441,2096,3467,2096,0
926,2837,954,2837,982,2837,805,2678,930,2678,1055,2678,1685,2702,1739,2702,1794,2702,0
1729,2905,1751,2905,1773,2905,1474,2750,1711,2750,1949,2750,869,2607,930,2607,991,2607,0
1729,2905,1751,2905,1773,2905,1474,2750,1711,2750,1949,2750,930,2042,952,2042,974,2042,0
